OrderID,Date,Product,Category,Region,Channel,Quantity,UnitPrice,UnitCost,Revenue,Cost,Profit,MarginPct
100397,2025-10-15,Turkey,Poultry,Ogun,Online Order,7,4400.16,2737.27,30801.12,19160.89,11640.23,37.8
100398,2025-10-15,"Ram (Live, per head)",Livestock,Lagos,Retail Market,1,101462.55,78226.84,101462.55,78226.84,23235.71,22.9
100399,2025-10-15,Turkey,Poultry,Lagos,Online Order,4,4727.26,3165.37,18909.04,12661.48,6247.56,33.0
100400,2025-10-16,Feed - Broiler Starter (bag),Feed,Oyo,Direct Farm Sale,6,14783.78,10303.44,88702.68,61820.64,26882.04,30.3
100401,2025-10-16,"Cattle (Live, per head)",Livestock,Lagos,Online Order,1,271598.58,211416.09,271598.58,211416.09,60182.49,22.2
100402,2025-10-16,Layer Eggs (Crate),Poultry,Ibadan Metro,Direct Farm Sale,2,2934.55,2250.65,5869.1,4501.3,1367.8,23.3
100403,2025-10-16,Broiler Chicken,Poultry,Ogun,Direct Farm Sale,12,3452.86,2354.2,41434.32,28250.4,13183.92,31.8
100404,2025-10-16,"Cattle (Live, per head)",Livestock,Lagos,Retail Market,1,274750.52,178767.76,274750.52,178767.76,95982.76,34.9
100405,2025-10-16,"Cattle (Live, per head)",Livestock,Ibadan Metro,Direct Farm Sale,1,296569.31,219545.38,296569.31,219545.38,77023.93,26.0
100406,2025-10-16,"Cattle (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,297550.44,197929.54,297550.44,197929.54,99620.9,33.5
100407,2025-10-16,"Cattle (Live, per head)",Livestock,Ogun,Retail Market,1,286505.02,197230.14,286505.02,197230.14,89274.88,31.2
100408,2025-10-16,Goat Meat (kg),Livestock,Oyo,Direct Farm Sale,1,3784.41,2887.71,3784.41,2887.71,896.7,23.7
100409,2025-10-16,Feed - Broiler Starter (bag),Feed,Oyo,Distributor,8,15822.18,10327.35,126577.44,82618.8,43958.64,34.7
100410,2025-10-16,Feed - Layer Mash (bag),Feed,Lagos,Direct Farm Sale,7,12895.34,8141.93,90267.38,56993.51,33273.87,36.9
100411,2025-10-16,Goat Meat (kg),Livestock,Lagos,Retail Market,1,3837.24,2437.45,3837.24,2437.45,1399.79,36.5
100412,2025-10-16,Turkey,Poultry,Oyo,Direct Farm Sale,10,4363.68,3317.01,43636.8,33170.1,10466.7,24.0
100413,2025-10-16,Feed - Broiler Starter (bag),Feed,Lagos,Direct Farm Sale,8,15514.53,10976.1,124116.24,87808.8,36307.44,29.3
100414,2025-10-17,Goat Meat (kg),Livestock,Lagos,Direct Farm Sale,1,3970.3,3075.77,3970.3,3075.77,894.53,22.5
100415,2025-10-17,"Ram (Live, per head)",Livestock,Oyo,Distributor,1,95386.91,70724.72,95386.91,70724.72,24662.19,25.9
100416,2025-10-17,Layer Eggs (Crate),Poultry,Lagos,Direct Farm Sale,9,2795.02,2136.26,25155.18,19226.34,5928.84,23.6
100417,2025-10-17,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,99666.66,70443.93,99666.66,70443.93,29222.73,29.3
100418,2025-10-17,Feed - Layer Mash (bag),Feed,Oyo,Direct Farm Sale,7,13757.19,8897.76,96300.33,62284.32,34016.01,35.3
100419,2025-10-17,Feed - Broiler Starter (bag),Feed,Ogun,Direct Farm Sale,3,16637.66,11998.17,49912.98,35994.51,13918.47,27.9
100420,2025-10-17,Turkey,Poultry,Oyo,Direct Farm Sale,20,4572.7,3105.25,91454.0,62105.0,29349.0,32.1
100421,2025-10-18,Feed - Broiler Starter (bag),Feed,Ogun,Direct Farm Sale,11,16551.74,10304.62,182069.14,113350.82,68718.32,37.7
100422,2025-10-18,Turkey,Poultry,Oyo,Direct Farm Sale,4,4687.35,3518.98,18749.4,14075.92,4673.48,24.9
100423,2025-10-18,Broiler Chicken,Poultry,Ogun,Distributor,6,3168.48,2208.94,19010.88,13253.64,5757.24,30.3
100424,2025-10-18,Feed - Layer Mash (bag),Feed,Lagos,Retail Market,1,14024.85,9048.32,14024.85,9048.32,4976.53,35.5
100425,2025-10-18,Goat Meat (kg),Livestock,Ogun,Direct Farm Sale,1,4013.31,2810.29,4013.31,2810.29,1203.02,30.0
100426,2025-10-18,Feed - Layer Mash (bag),Feed,Lagos,Distributor,10,13969.14,10686.03,139691.4,106860.3,32831.1,23.5
100427,2025-10-18,Layer Eggs (Crate),Poultry,Lagos,Direct Farm Sale,1,3000.34,2066.89,3000.34,2066.89,933.45,31.1
100428,2025-10-18,Goat Meat (kg),Livestock,Lagos,Direct Farm Sale,1,3997.18,2661.01,3997.18,2661.01,1336.17,33.4
100429,2025-10-18,Feed - Layer Mash (bag),Feed,Lagos,Retail Market,3,12892.47,8780.17,38677.41,26340.51,12336.9,31.9
100430,2025-10-18,Broiler Chicken,Poultry,Ogun,Retail Market,1,3352.39,2132.86,3352.39,2132.86,1219.53,36.4
100431,2025-10-18,"Cattle (Live, per head)",Livestock,Lagos,Online Order,1,299296.21,186113.43,299296.21,186113.43,113182.78,37.8
100432,2025-10-18,"Ram (Live, per head)",Livestock,Ogun,Direct Farm Sale,1,102237.86,65240.9,102237.86,65240.9,36996.96,36.2
100433,2025-10-18,"Ram (Live, per head)",Livestock,Ogun,Direct Farm Sale,1,97439.96,63600.08,97439.96,63600.08,33839.88,34.7
100434,2025-10-18,Broiler Chicken,Poultry,Lagos,Direct Farm Sale,7,3240.94,2148.63,22686.58,15040.41,7646.17,33.7
100435,2025-10-18,Goat Meat (kg),Livestock,Ogun,Retail Market,1,3681.11,2632.94,3681.11,2632.94,1048.17,28.5
100436,2025-10-18,Turkey,Poultry,Lagos,Online Order,3,4639.83,3358.13,13919.49,10074.39,3845.1,27.6
100437,2025-10-18,"Ram (Live, per head)",Livestock,Ogun,Retail Market,1,94859.76,67368.04,94859.76,67368.04,27491.72,29.0
100438,2025-10-18,Broiler Chicken,Poultry,Oyo,Distributor,4,3152.78,2256.21,12611.12,9024.84,3586.28,28.4
100439,2025-10-19,Goat Meat (kg),Livestock,Ibadan Metro,Distributor,1,4074.19,2669.72,4074.19,2669.72,1404.47,34.5
100440,2025-10-19,Broiler Chicken,Poultry,Oyo,Direct Farm Sale,2,3420.45,2358.21,6840.9,4716.42,2124.48,31.1
100441,2025-10-19,Feed - Broiler Starter (bag),Feed,Oyo,Distributor,4,16732.47,10987.67,66929.88,43950.68,22979.2,34.3
100442,2025-10-19,Turkey,Poultry,Ogun,Direct Farm Sale,3,4788.32,3534.72,14364.96,10604.16,3760.8,26.2
100443,2025-10-19,Feed - Broiler Starter (bag),Feed,Lagos,Distributor,6,14880.45,11395.25,89282.7,68371.5,20911.2,23.4
100444,2025-10-19,Turkey,Poultry,Ogun,Retail Market,14,4831.62,3643.81,67642.68,51013.34,16629.34,24.6
100445,2025-10-19,"Ram (Live, per head)",Livestock,Lagos,Distributor,1,93748.81,69925.65,93748.81,69925.65,23823.16,25.4
100446,2025-10-19,Turkey,Poultry,Ogun,Retail Market,9,4580.05,2889.8,41220.45,26008.2,15212.25,36.9
100447,2025-10-19,Layer Eggs (Crate),Poultry,Ogun,Direct Farm Sale,3,2993.15,2267.53,8979.45,6802.59,2176.86,24.2
100448,2025-10-19,Layer Eggs (Crate),Poultry,Oyo,Distributor,10,2750.41,2015.7,27504.1,20157.0,7347.1,26.7
100449,2025-10-19,Layer Eggs (Crate),Poultry,Ogun,Distributor,6,2842.03,2119.06,17052.18,12714.36,4337.82,25.4
100450,2025-10-19,Layer Eggs (Crate),Poultry,Lagos,Direct Farm Sale,3,2680.45,1872.5,8041.35,5617.5,2423.85,30.1
100451,2025-10-20,Layer Eggs (Crate),Poultry,Ibadan Metro,Retail Market,8,2953.33,1834.83,23626.64,14678.64,8948.0,37.9
100452,2025-10-20,Goat Meat (kg),Livestock,Lagos,Distributor,1,3874.56,2623.47,3874.56,2623.47,1251.09,32.3
100453,2025-10-20,Feed - Broiler Starter (bag),Feed,Lagos,Retail Market,7,15160.36,11362.57,106122.52,79537.99,26584.53,25.1
100454,2025-10-20,"Cattle (Live, per head)",Livestock,Lagos,Distributor,1,284405.08,219156.68,284405.08,219156.68,65248.4,22.9
100455,2025-10-20,Broiler Chicken,Poultry,Lagos,Online Order,6,3407.9,2300.89,20447.4,13805.34,6642.06,32.5
100456,2025-10-20,Feed - Layer Mash (bag),Feed,Oyo,Distributor,1,12815.19,9326.68,12815.19,9326.68,3488.51,27.2
100457,2025-10-20,"Cattle (Live, per head)",Livestock,Oyo,Distributor,1,283813.3,195472.83,283813.3,195472.83,88340.47,31.1
100458,2025-10-20,Feed - Broiler Starter (bag),Feed,Lagos,Retail Market,5,14893.36,9279.47,74466.8,46397.35,28069.45,37.7
100459,2025-10-21,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,93554.87,63028.65,93554.87,63028.65,30526.22,32.6
100460,2025-10-21,"Ram (Live, per head)",Livestock,Ibadan Metro,Distributor,1,97127.45,66680.33,97127.45,66680.33,30447.12,31.3
100461,2025-10-21,"Ram (Live, per head)",Livestock,Ibadan Metro,Retail Market,1,95336.53,70603.86,95336.53,70603.86,24732.67,25.9
100462,2025-10-21,"Cattle (Live, per head)",Livestock,Ogun,Distributor,1,297687.18,214640.5,297687.18,214640.5,83046.68,27.9
100463,2025-10-21,Feed - Layer Mash (bag),Feed,Ibadan Metro,Retail Market,15,14141.25,9761.07,212118.75,146416.05,65702.7,31.0
100464,2025-10-21,Feed - Layer Mash (bag),Feed,Oyo,Direct Farm Sale,9,13411.39,9214.74,120702.51,82932.66,37769.85,31.3
100465,2025-10-21,Broiler Chicken,Poultry,Ogun,Retail Market,4,3209.78,2444.89,12839.12,9779.56,3059.56,23.8
100466,2025-10-22,"Cattle (Live, per head)",Livestock,Lagos,Retail Market,1,298125.18,207080.6,298125.18,207080.6,91044.58,30.5
100467,2025-10-22,"Cattle (Live, per head)",Livestock,Lagos,Distributor,1,266564.5,177249.7,266564.5,177249.7,89314.8,33.5
100468,2025-10-22,Layer Eggs (Crate),Poultry,Lagos,Retail Market,9,2684.23,1942.66,24158.07,17483.94,6674.13,27.6
100469,2025-10-22,"Cattle (Live, per head)",Livestock,Ogun,Distributor,1,302007.53,198433.37,302007.53,198433.37,103574.16,34.3
100470,2025-10-22,"Cattle (Live, per head)",Livestock,Ogun,Direct Farm Sale,1,274012.05,185254.97,274012.05,185254.97,88757.08,32.4
100471,2025-10-22,Feed - Layer Mash (bag),Feed,Ogun,Retail Market,1,13174.03,8263.42,13174.03,8263.42,4910.61,37.3
100472,2025-10-22,Feed - Broiler Starter (bag),Feed,Oyo,Direct Farm Sale,7,14735.71,11032.91,103149.97,77230.37,25919.6,25.1
100473,2025-10-22,"Cattle (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,287148.95,197607.68,287148.95,197607.68,89541.27,31.2
100474,2025-10-22,Layer Eggs (Crate),Poultry,Oyo,Retail Market,1,2848.55,1830.06,2848.55,1830.06,1018.49,35.8
100475,2025-10-22,"Cattle (Live, per head)",Livestock,Lagos,Retail Market,1,280072.97,203332.26,280072.97,203332.26,76740.71,27.4
100476,2025-10-22,Feed - Broiler Starter (bag),Feed,Ibadan Metro,Retail Market,5,16043.08,12229.01,80215.4,61145.05,19070.35,23.8
100477,2025-10-23,Turkey,Poultry,Ibadan Metro,Retail Market,6,4711.27,3341.55,28267.62,20049.3,8218.32,29.1
100478,2025-10-23,Layer Eggs (Crate),Poultry,Oyo,Distributor,7,2758.99,2016.21,19312.93,14113.47,5199.46,26.9
100479,2025-10-23,Feed - Broiler Starter (bag),Feed,Ogun,Retail Market,10,15790.38,11876.68,157903.8,118766.8,39137.0,24.8
100480,2025-10-23,"Cattle (Live, per head)",Livestock,Oyo,Direct Farm Sale,1,287669.04,190535.17,287669.04,190535.17,97133.87,33.8
100481,2025-10-23,Feed - Broiler Starter (bag),Feed,Oyo,Retail Market,6,16283.93,12044.48,97703.58,72266.88,25436.7,26.0
100482,2025-10-23,Broiler Chicken,Poultry,Ogun,Direct Farm Sale,4,3054.01,2323.09,12216.04,9292.36,2923.68,23.9
100483,2025-10-23,Turkey,Poultry,Oyo,Distributor,6,4392.62,3084.81,26355.72,18508.86,7846.86,29.8
100484,2025-10-23,Feed - Broiler Starter (bag),Feed,Ibadan Metro,Online Order,7,16427.42,10839.49,114991.94,75876.43,39115.51,34.0
100485,2025-10-24,"Cattle (Live, per head)",Livestock,Lagos,Online Order,1,298458.28,225595.25,298458.28,225595.25,72863.03,24.4
100486,2025-10-24,"Ram (Live, per head)",Livestock,Ogun,Direct Farm Sale,1,98331.12,64615.63,98331.12,64615.63,33715.49,34.3
100487,2025-10-24,"Ram (Live, per head)",Livestock,Lagos,Online Order,1,98971.06,66254.49,98971.06,66254.49,32716.57,33.1
100488,2025-10-24,Feed - Broiler Starter (bag),Feed,Oyo,Distributor,17,15907.68,11341.41,270430.56,192803.97,77626.59,28.7
100489,2025-10-24,"Cattle (Live, per head)",Livestock,Ogun,Retail Market,1,290610.96,186615.73,290610.96,186615.73,103995.23,35.8
100490,2025-10-24,Broiler Chicken,Poultry,Lagos,Distributor,10,3426.52,2311.89,34265.2,23118.9,11146.3,32.5
100491,2025-10-24,"Cattle (Live, per head)",Livestock,Ogun,Distributor,1,282127.36,197224.98,282127.36,197224.98,84902.38,30.1
100492,2025-10-24,"Ram (Live, per head)",Livestock,Oyo,Retail Market,1,97575.5,61329.68,97575.5,61329.68,36245.82,37.1
100493,2025-10-24,Turkey,Poultry,Oyo,Distributor,5,4651.89,3609.31,23259.45,18046.55,5212.9,22.4
100494,2025-10-24,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,98103.86,70231.41,98103.86,70231.41,27872.45,28.4
100495,2025-10-25,Feed - Layer Mash (bag),Feed,Lagos,Direct Farm Sale,7,13320.56,9720.17,93243.92,68041.19,25202.73,27.0
100496,2025-10-25,"Ram (Live, per head)",Livestock,Ogun,Distributor,1,95213.31,61373.6,95213.31,61373.6,33839.71,35.5
100497,2025-10-25,"Cattle (Live, per head)",Livestock,Oyo,Distributor,1,268859.51,198550.16,268859.51,198550.16,70309.35,26.2
100498,2025-10-25,Goat Meat (kg),Livestock,Lagos,Direct Farm Sale,1,3625.68,2493.5,3625.68,2493.5,1132.18,31.2
100499,2025-10-25,"Ram (Live, per head)",Livestock,Ibadan Metro,Distributor,1,93291.63,68150.35,93291.63,68150.35,25141.28,26.9
100500,2025-10-25,Turkey,Poultry,Lagos,Retail Market,4,4442.61,3324.95,17770.44,13299.8,4470.64,25.2
100501,2025-10-26,Feed - Broiler Starter (bag),Feed,Lagos,Retail Market,5,15341.69,10866.52,76708.45,54332.6,22375.85,29.2
100502,2025-10-26,Layer Eggs (Crate),Poultry,Lagos,Direct Farm Sale,4,2696.76,1744.26,10787.04,6977.04,3810.0,35.3
100503,2025-10-26,"Cattle (Live, per head)",Livestock,Ogun,Online Order,1,272043.19,173647.63,272043.19,173647.63,98395.56,36.2
100504,2025-10-26,Goat Meat (kg),Livestock,Lagos,Retail Market,1,3771.17,2518.77,3771.17,2518.77,1252.4,33.2
100505,2025-10-26,"Ram (Live, per head)",Livestock,Lagos,Retail Market,1,94765.11,64117.27,94765.11,64117.27,30647.84,32.3
100506,2025-10-26,"Cattle (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,295448.46,190123.3,295448.46,190123.3,105325.16,35.6
100507,2025-10-26,Feed - Layer Mash (bag),Feed,Lagos,Online Order,1,12709.17,9566.07,12709.17,9566.07,3143.1,24.7
100508,2025-10-26,Turkey,Poultry,Ogun,Retail Market,5,4359.29,3137.99,21796.45,15689.95,6106.5,28.0
100509,2025-10-26,Feed - Layer Mash (bag),Feed,Lagos,Retail Market,1,14228.95,9722.83,14228.95,9722.83,4506.12,31.7
100510,2025-10-27,Feed - Broiler Starter (bag),Feed,Oyo,Online Order,3,15711.13,11605.22,47133.39,34815.66,12317.73,26.1
100511,2025-10-27,Feed - Broiler Starter (bag),Feed,Ogun,Retail Market,9,14960.78,11189.99,134647.02,100709.91,33937.11,25.2
100512,2025-10-27,Feed - Layer Mash (bag),Feed,Lagos,Distributor,3,14172.68,9185.01,42518.04,27555.03,14963.01,35.2
100513,2025-10-27,Turkey,Poultry,Oyo,Distributor,6,4510.62,3496.8,27063.72,20980.8,6082.92,22.5
100514,2025-10-27,Feed - Layer Mash (bag),Feed,Lagos,Retail Market,5,13018.15,8526.8,65090.75,42634.0,22456.75,34.5
100515,2025-10-27,"Cattle (Live, per head)",Livestock,Lagos,Online Order,1,287980.18,205116.26,287980.18,205116.26,82863.92,28.8
100516,2025-10-27,Feed - Broiler Starter (bag),Feed,Ogun,Direct Farm Sale,1,16332.43,11086.17,16332.43,11086.17,5246.26,32.1
100517,2025-10-27,Turkey,Poultry,Lagos,Retail Market,8,4422.8,3110.17,35382.4,24881.36,10501.04,29.7
100518,2025-10-27,Goat Meat (kg),Livestock,Lagos,Direct Farm Sale,1,3610.32,2741.34,3610.32,2741.34,868.98,24.1
100519,2025-10-28,"Ram (Live, per head)",Livestock,Ogun,Online Order,1,99954.79,71406.87,99954.79,71406.87,28547.92,28.6
100520,2025-10-28,"Cattle (Live, per head)",Livestock,Ogun,Retail Market,1,271623.52,189583.02,271623.52,189583.02,82040.5,30.2
100521,2025-10-28,Layer Eggs (Crate),Poultry,Ogun,Retail Market,4,2833.15,2062.26,11332.6,8249.04,3083.56,27.2
100522,2025-10-28,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,96555.67,69367.59,96555.67,69367.59,27188.08,28.2
100523,2025-10-28,Broiler Chicken,Poultry,Ogun,Retail Market,7,3300.55,2193.4,23103.85,15353.8,7750.05,33.5
100524,2025-10-28,Broiler Chicken,Poultry,Ogun,Retail Market,1,3341.43,2131.35,3341.43,2131.35,1210.08,36.2
100525,2025-10-28,Broiler Chicken,Poultry,Lagos,Online Order,3,3294.08,2147.66,9882.24,6442.98,3439.26,34.8
100526,2025-10-28,Turkey,Poultry,Oyo,Direct Farm Sale,2,4605.98,3540.45,9211.96,7080.9,2131.06,23.1
100527,2025-10-28,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,99505.41,68557.04,99505.41,68557.04,30948.37,31.1
100528,2025-10-29,Feed - Broiler Starter (bag),Feed,Lagos,Distributor,8,15364.86,11611.19,122918.88,92889.52,30029.36,24.4
100529,2025-10-29,Feed - Broiler Starter (bag),Feed,Ogun,Distributor,8,15643.07,11395.95,125144.56,91167.6,33976.96,27.2
100530,2025-10-29,Broiler Chicken,Poultry,Oyo,Distributor,4,3169.74,2137.66,12678.96,8550.64,4128.32,32.6
100531,2025-10-29,Feed - Layer Mash (bag),Feed,Lagos,Retail Market,6,13317.03,8679.49,79902.18,52076.94,27825.24,34.8
100532,2025-10-29,Turkey,Poultry,Lagos,Direct Farm Sale,5,4363.03,3380.88,21815.15,16904.4,4910.75,22.5
100533,2025-10-29,Broiler Chicken,Poultry,Ibadan Metro,Direct Farm Sale,6,3113.71,2077.1,18682.26,12462.6,6219.66,33.3
100534,2025-10-30,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,94475.03,65073.76,94475.03,65073.76,29401.27,31.1
100535,2025-10-30,Broiler Chicken,Poultry,Oyo,Direct Farm Sale,8,3088.64,2252.06,24709.12,18016.48,6692.64,27.1
100536,2025-10-30,Layer Eggs (Crate),Poultry,Lagos,Distributor,1,2859.0,2185.38,2859.0,2185.38,673.62,23.6
100537,2025-10-30,Feed - Layer Mash (bag),Feed,Lagos,Direct Farm Sale,4,12721.64,9664.41,50886.56,38657.64,12228.92,24.0
100538,2025-10-30,Feed - Layer Mash (bag),Feed,Oyo,Retail Market,1,13958.36,10443.04,13958.36,10443.04,3515.32,25.2
100539,2025-10-30,"Cattle (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,279160.11,177196.01,279160.11,177196.01,101964.1,36.5
100540,2025-10-30,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,97596.37,72047.46,97596.37,72047.46,25548.91,26.2
100541,2025-10-30,Goat Meat (kg),Livestock,Ogun,Retail Market,1,3720.19,2826.22,3720.19,2826.22,893.97,24.0
100542,2025-10-30,"Cattle (Live, per head)",Livestock,Ogun,Direct Farm Sale,1,300154.69,225415.7,300154.69,225415.7,74738.99,24.9
100543,2025-10-30,Layer Eggs (Crate),Poultry,Oyo,Direct Farm Sale,2,2747.39,1766.82,5494.78,3533.64,1961.14,35.7
100544,2025-10-30,Feed - Broiler Starter (bag),Feed,Lagos,Retail Market,1,15234.51,10853.39,15234.51,10853.39,4381.12,28.8
100545,2025-10-30,"Ram (Live, per head)",Livestock,Ibadan Metro,Retail Market,1,91194.03,69612.18,91194.03,69612.18,21581.85,23.7
100546,2025-10-31,"Ram (Live, per head)",Livestock,Lagos,Retail Market,1,100421.75,68441.22,100421.75,68441.22,31980.53,31.8
100547,2025-10-31,Broiler Chicken,Poultry,Lagos,Direct Farm Sale,4,3322.55,2100.69,13290.2,8402.76,4887.44,36.8
100548,2025-10-31,Feed - Broiler Starter (bag),Feed,Ogun,Direct Farm Sale,1,16047.67,12443.11,16047.67,12443.11,3604.56,22.5
100549,2025-10-31,Broiler Chicken,Poultry,Ibadan Metro,Retail Market,2,3139.48,2203.81,6278.96,4407.62,1871.34,29.8
100550,2025-10-31,Feed - Broiler Starter (bag),Feed,Ibadan Metro,Retail Market,4,15537.46,11705.66,62149.84,46822.64,15327.2,24.7
100551,2025-10-31,Feed - Layer Mash (bag),Feed,Lagos,Distributor,2,14191.24,9806.98,28382.48,19613.96,8768.52,30.9
100552,2025-10-31,Goat Meat (kg),Livestock,Lagos,Retail Market,1,3935.13,2483.92,3935.13,2483.92,1451.21,36.9
100553,2025-10-31,Feed - Broiler Starter (bag),Feed,Lagos,Distributor,3,16155.88,10264.1,48467.64,30792.3,17675.34,36.5
100554,2025-11-01,Feed - Layer Mash (bag),Feed,Lagos,Retail Market,3,15757.86,10850.13,47273.58,32550.39,14723.19,31.1
100555,2025-11-01,Goat Meat (kg),Livestock,Ogun,Retail Market,1,4525.34,2811.55,4525.34,2811.55,1713.79,37.9
100556,2025-11-01,Feed - Layer Mash (bag),Feed,Oyo,Distributor,8,16086.97,11219.75,128695.76,89758.0,38937.76,30.3
100557,2025-11-01,Feed - Layer Mash (bag),Feed,Lagos,Online Order,4,16166.19,11469.99,64664.76,45879.96,18784.8,29.0
100558,2025-11-01,Layer Eggs (Crate),Poultry,Lagos,Online Order,4,3203.75,2330.33,12815.0,9321.32,3493.68,27.3
100559,2025-11-01,"Ram (Live, per head)",Livestock,Ogun,Direct Farm Sale,1,109216.44,78536.99,109216.44,78536.99,30679.45,28.1
100560,2025-11-01,"Cattle (Live, per head)",Livestock,Ibadan Metro,Direct Farm Sale,1,331163.72,240266.22,331163.72,240266.22,90897.5,27.4
100561,2025-11-01,Broiler Chicken,Poultry,Ogun,Direct Farm Sale,6,3527.43,2687.69,21164.58,16126.14,5038.44,23.8
100562,2025-11-02,Turkey,Poultry,Ogun,Direct Farm Sale,3,5539.53,3806.43,16618.59,11419.29,5199.3,31.3
100563,2025-11-02,"Ram (Live, per head)",Livestock,Lagos,Distributor,1,103925.08,78699.64,103925.08,78699.64,25225.44,24.3
100564,2025-11-02,Turkey,Poultry,Ogun,Direct Farm Sale,3,5122.4,3208.88,15367.2,9626.64,5740.56,37.4
100565,2025-11-02,Goat Meat (kg),Livestock,Lagos,Distributor,1,4155.05,2617.27,4155.05,2617.27,1537.78,37.0
100566,2025-11-02,Turkey,Poultry,Oyo,Direct Farm Sale,4,4950.27,3406.67,19801.08,13626.68,6174.4,31.2
100567,2025-11-02,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,108297.57,71639.07,108297.57,71639.07,36658.5,33.8
100568,2025-11-02,Feed - Layer Mash (bag),Feed,Ibadan Metro,Direct Farm Sale,8,15086.93,11455.66,120695.44,91645.28,29050.16,24.1
100569,2025-11-02,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,113200.86,85953.57,113200.86,85953.57,27247.29,24.1
100570,2025-11-02,"Cattle (Live, per head)",Livestock,Ogun,Direct Farm Sale,1,322416.8,227236.3,322416.8,227236.3,95180.5,29.5
100571,2025-11-02,Turkey,Poultry,Lagos,Direct Farm Sale,7,5409.98,3654.17,37869.86,25579.19,12290.67,32.5
100572,2025-11-02,Layer Eggs (Crate),Poultry,Lagos,Retail Market,4,3073.51,2098.3,12294.04,8393.2,3900.84,31.7
100573,2025-11-02,Feed - Broiler Starter (bag),Feed,Oyo,Direct Farm Sale,1,17191.28,12441.27,17191.28,12441.27,4750.01,27.6
100574,2025-11-03,"Ram (Live, per head)",Livestock,Oyo,Direct Farm Sale,1,104941.16,81729.55,104941.16,81729.55,23211.61,22.1
100575,2025-11-03,Layer Eggs (Crate),Poultry,Ogun,Direct Farm Sale,1,3206.27,2378.63,3206.27,2378.63,827.64,25.8
100576,2025-11-03,"Cattle (Live, per head)",Livestock,Ibadan Metro,Direct Farm Sale,1,325477.14,234051.39,325477.14,234051.39,91425.75,28.1
100577,2025-11-03,Goat Meat (kg),Livestock,Ogun,Distributor,1,4529.49,3171.16,4529.49,3171.16,1358.33,30.0
100578,2025-11-03,Feed - Layer Mash (bag),Feed,Lagos,Online Order,9,15959.3,9936.13,143633.7,89425.17,54208.53,37.7
100579,2025-11-03,Layer Eggs (Crate),Poultry,Lagos,Distributor,7,3140.63,2274.87,21984.41,15924.09,6060.32,27.6
100580,2025-11-03,"Cattle (Live, per head)",Livestock,Oyo,Direct Farm Sale,1,342132.44,217751.84,342132.44,217751.84,124380.6,36.4
100581,2025-11-04,Goat Meat (kg),Livestock,Ibadan Metro,Direct Farm Sale,1,4527.09,3279.23,4527.09,3279.23,1247.86,27.6
100582,2025-11-04,Feed - Broiler Starter (bag),Feed,Lagos,Direct Farm Sale,10,18634.96,12571.35,186349.6,125713.5,60636.1,32.5
100583,2025-11-04,Layer Eggs (Crate),Poultry,Ogun,Distributor,6,3070.66,2209.76,18423.96,13258.56,5165.4,28.0
100584,2025-11-04,Broiler Chicken,Poultry,Lagos,Direct Farm Sale,1,3579.55,2388.81,3579.55,2388.81,1190.74,33.3
100585,2025-11-04,Feed - Broiler Starter (bag),Feed,Oyo,Distributor,16,18305.6,11835.38,292889.6,189366.08,103523.52,35.3
100586,2025-11-04,Feed - Broiler Starter (bag),Feed,Ogun,Direct Farm Sale,5,19059.29,13056.65,95296.45,65283.25,30013.2,31.5
100587,2025-11-04,Feed - Layer Mash (bag),Feed,Ibadan Metro,Online Order,2,15969.66,12442.06,31939.32,24884.12,7055.2,22.1
100588,2025-11-04,Feed - Layer Mash (bag),Feed,Oyo,Retail Market,6,14423.19,9569.97,86539.14,57419.82,29119.32,33.6
100589,2025-11-04,Turkey,Poultry,Ibadan Metro,Direct Farm Sale,5,5213.85,3268.02,26069.25,16340.1,9729.15,37.3
100590,2025-11-04,Goat Meat (kg),Livestock,Lagos,Retail Market,1,4467.69,3014.96,4467.69,3014.96,1452.73,32.5
100591,2025-11-04,Feed - Layer Mash (bag),Feed,Oyo,Online Order,4,16185.74,11705.28,64742.96,46821.12,17921.84,27.7
100592,2025-11-04,Feed - Layer Mash (bag),Feed,Oyo,Direct Farm Sale,1,15826.33,10715.3,15826.33,10715.3,5111.03,32.3
100593,2025-11-04,Turkey,Poultry,Lagos,Direct Farm Sale,12,5364.48,4174.71,64373.76,50096.52,14277.24,22.2
100594,2025-11-05,Feed - Layer Mash (bag),Feed,Ibadan Metro,Distributor,5,15066.19,10078.06,75330.95,50390.3,24940.65,33.1
100595,2025-11-05,Broiler Chicken,Poultry,Ogun,Retail Market,14,3849.3,2797.13,53890.2,39159.82,14730.38,27.3
