VisitID,Date,Territory,Region,Rep,DealSize,Converted
6344,2025-11-10,Lagos Island,Lagos,Rep 20,0.0,0
6345,2025-11-10,Lekki-Ajah,Lagos,Rep 15,0.0,0
6346,2025-11-10,Lekki-Ajah,Lagos,Rep 07,0.0,0
6347,2025-11-10,Ibadan North,Oyo,Rep 05,98060.68,1
6348,2025-11-10,Ibadan North,Oyo,Rep 10,0.0,0
6349,2025-11-10,Ibadan North,Oyo,Rep 03,0.0,0
6350,2025-11-10,Ibadan North,Oyo,Rep 03,0.0,0
6351,2025-11-10,Ibadan South,Oyo,Rep 10,111685.79,1
6352,2025-11-10,Ibadan South,Oyo,Rep 04,0.0,0
6353,2025-11-10,Ibadan South,Oyo,Rep 17,64487.05,1
6354,2025-11-10,Ibadan South,Oyo,Rep 12,80380.34,1
6355,2025-11-10,Ibadan South,Oyo,Rep 15,135305.09,1
6356,2025-11-10,Ibadan South,Oyo,Rep 22,0.0,0
6357,2025-11-10,Ibadan South,Oyo,Rep 20,0.0,0
6358,2025-11-10,Ogbomosho,Oyo,Rep 09,142849.66,1
6359,2025-11-10,Ogbomosho,Oyo,Rep 15,0.0,0
6360,2025-11-11,Lagos Mainland,Lagos,Rep 06,0.0,0
6361,2025-11-11,Lagos Mainland,Lagos,Rep 16,0.0,0
6362,2025-11-11,Lagos Mainland,Lagos,Rep 02,0.0,0
6363,2025-11-11,Lagos Mainland,Lagos,Rep 12,51552.56,1
6364,2025-11-11,Lagos Mainland,Lagos,Rep 12,147547.94,1
6365,2025-11-11,Lagos Mainland,Lagos,Rep 03,0.0,0
6366,2025-11-11,Lagos Mainland,Lagos,Rep 07,0.0,0
6367,2025-11-11,Lagos Mainland,Lagos,Rep 20,0.0,0
6368,2025-11-11,Lagos Mainland,Lagos,Rep 11,92501.67,1
6369,2025-11-11,Lagos Mainland,Lagos,Rep 17,0.0,0
6370,2025-11-11,Lagos Mainland,Lagos,Rep 05,55053.81,1
6371,2025-11-11,Lagos Mainland,Lagos,Rep 13,35428.82,1
6372,2025-11-11,Lekki-Ajah,Lagos,Rep 09,0.0,0
6373,2025-11-11,Lekki-Ajah,Lagos,Rep 09,0.0,0
6374,2025-11-11,Lekki-Ajah,Lagos,Rep 12,0.0,0
6375,2025-11-11,Lekki-Ajah,Lagos,Rep 15,0.0,0
6376,2025-11-11,Lekki-Ajah,Lagos,Rep 11,185186.84,1
6377,2025-11-11,Lekki-Ajah,Lagos,Rep 09,291425.07,1
6378,2025-11-11,Ibadan South,Oyo,Rep 01,149649.62,1
6379,2025-11-11,Ibadan South,Oyo,Rep 16,180526.16,1
6380,2025-11-11,Ibadan South,Oyo,Rep 10,0.0,0
6381,2025-11-11,Ibadan South,Oyo,Rep 15,0.0,0
6382,2025-11-11,Ibadan South,Oyo,Rep 22,0.0,0
6383,2025-11-11,Ibadan South,Oyo,Rep 19,0.0,0
6384,2025-11-12,Lagos Mainland,Lagos,Rep 16,103940.43,1
6385,2025-11-12,Lagos Mainland,Lagos,Rep 12,73317.97,1
6386,2025-11-12,Lagos Mainland,Lagos,Rep 06,0.0,0
6387,2025-11-12,Lagos Mainland,Lagos,Rep 01,0.0,0
6388,2025-11-12,Lagos Mainland,Lagos,Rep 10,0.0,0
6389,2025-11-12,Lagos Mainland,Lagos,Rep 15,136865.71,1
6390,2025-11-12,Lagos Mainland,Lagos,Rep 03,183424.8,1
6391,2025-11-12,Lagos Mainland,Lagos,Rep 12,0.0,0
6392,2025-11-12,Lagos Mainland,Lagos,Rep 21,0.0,0
6393,2025-11-12,Lagos Mainland,Lagos,Rep 04,0.0,0
6394,2025-11-12,Lagos Mainland,Lagos,Rep 06,0.0,0
6395,2025-11-12,Lekki-Ajah,Lagos,Rep 12,0.0,0
6396,2025-11-12,Lekki-Ajah,Lagos,Rep 15,53025.28,1
6397,2025-11-12,Lekki-Ajah,Lagos,Rep 17,0.0,0
6398,2025-11-12,Lekki-Ajah,Lagos,Rep 06,0.0,0
6399,2025-11-12,Lekki-Ajah,Lagos,Rep 10,104369.5,1
6400,2025-11-12,Lekki-Ajah,Lagos,Rep 15,142871.61,1
6401,2025-11-12,Lekki-Ajah,Lagos,Rep 20,0.0,0
6402,2025-11-12,Abeokuta,Ogun,Rep 05,0.0,0
6403,2025-11-12,Abeokuta,Ogun,Rep 04,0.0,0
6404,2025-11-12,Abeokuta,Ogun,Rep 16,0.0,0
6405,2025-11-12,Abeokuta,Ogun,Rep 09,0.0,0
6406,2025-11-12,Abeokuta,Ogun,Rep 04,0.0,0
6407,2025-11-12,Abeokuta,Ogun,Rep 13,38582.83,1
6408,2025-11-13,Lagos Mainland,Lagos,Rep 03,0.0,0
6409,2025-11-13,Lagos Mainland,Lagos,Rep 15,0.0,0
6410,2025-11-13,Lagos Mainland,Lagos,Rep 10,0.0,0
6411,2025-11-13,Lagos Mainland,Lagos,Rep 03,0.0,0
6412,2025-11-13,Lagos Mainland,Lagos,Rep 05,0.0,0
6413,2025-11-13,Lagos Mainland,Lagos,Rep 10,0.0,0
6414,2025-11-13,Lagos Island,Lagos,Rep 17,10906.48,1
6415,2025-11-13,Lagos Island,Lagos,Rep 22,0.0,0
6416,2025-11-13,Lagos Island,Lagos,Rep 18,0.0,0
6417,2025-11-13,Lagos Island,Lagos,Rep 19,146656.94,1
6418,2025-11-13,Abeokuta,Ogun,Rep 03,0.0,0
6419,2025-11-13,Abeokuta,Ogun,Rep 06,21526.54,1
6420,2025-11-13,Abeokuta,Ogun,Rep 06,77265.63,1
6421,2025-11-13,Abeokuta,Ogun,Rep 12,0.0,0
6422,2025-11-14,Lagos Island,Lagos,Rep 19,41372.57,1
6423,2025-11-14,Lagos Island,Lagos,Rep 11,42285.11,1
6424,2025-11-14,Lagos Island,Lagos,Rep 18,407160.57,1
6425,2025-11-14,Lekki-Ajah,Lagos,Rep 12,53297.64,1
6426,2025-11-14,Lekki-Ajah,Lagos,Rep 08,0.0,0
6427,2025-11-14,Lekki-Ajah,Lagos,Rep 14,0.0,0
6428,2025-11-14,Lekki-Ajah,Lagos,Rep 19,199515.73,1
6429,2025-11-14,Lekki-Ajah,Lagos,Rep 05,0.0,0
6430,2025-11-14,Lekki-Ajah,Lagos,Rep 21,0.0,0
6431,2025-11-14,Lekki-Ajah,Lagos,Rep 22,0.0,0
6432,2025-11-14,Ibadan North,Oyo,Rep 07,0.0,0
6433,2025-11-14,Ibadan North,Oyo,Rep 03,177736.6,1
6434,2025-11-14,Ibadan South,Oyo,Rep 19,0.0,0
6435,2025-11-14,Ibadan South,Oyo,Rep 15,0.0,0
6436,2025-11-14,Ibadan South,Oyo,Rep 11,112631.6,1
6437,2025-11-15,Lekki-Ajah,Lagos,Rep 07,0.0,0
6438,2025-11-15,Lekki-Ajah,Lagos,Rep 10,0.0,0
6439,2025-11-15,Lekki-Ajah,Lagos,Rep 14,61308.83,1
6440,2025-11-15,Sagamu,Ogun,Rep 18,0.0,0
6441,2025-11-15,Ibadan North,Oyo,Rep 20,194874.16,1
6442,2025-11-15,Ibadan North,Oyo,Rep 21,0.0,0
6443,2025-11-15,Ibadan North,Oyo,Rep 14,98033.42,1
6444,2025-11-15,Ibadan North,Oyo,Rep 08,112949.65,1
6445,2025-11-15,Ibadan South,Oyo,Rep 07,0.0,0
6446,2025-11-15,Ibadan South,Oyo,Rep 15,235138.9,1
6447,2025-11-15,Ibadan South,Oyo,Rep 11,0.0,0
6448,2025-11-15,Ibadan South,Oyo,Rep 15,224086.51,1
6449,2025-11-16,Lagos Mainland,Lagos,Rep 20,44143.88,1
6450,2025-11-16,Lagos Mainland,Lagos,Rep 05,0.0,0
6451,2025-11-16,Lagos Mainland,Lagos,Rep 16,121987.8,1
6452,2025-11-16,Lagos Mainland,Lagos,Rep 20,0.0,0
6453,2025-11-16,Lagos Mainland,Lagos,Rep 14,0.0,0
6454,2025-11-16,Lagos Mainland,Lagos,Rep 04,98874.95,1
6455,2025-11-16,Lagos Mainland,Lagos,Rep 14,160787.93,1
6456,2025-11-16,Lagos Mainland,Lagos,Rep 22,0.0,0
6457,2025-11-16,Lagos Mainland,Lagos,Rep 19,0.0,0
6458,2025-11-16,Lagos Mainland,Lagos,Rep 14,173304.68,1
6459,2025-11-16,Lagos Mainland,Lagos,Rep 02,0.0,0
6460,2025-11-16,Lagos Mainland,Lagos,Rep 03,0.0,0
6461,2025-11-16,Lekki-Ajah,Lagos,Rep 21,0.0,0
6462,2025-11-16,Lekki-Ajah,Lagos,Rep 20,0.0,0
6463,2025-11-16,Lekki-Ajah,Lagos,Rep 13,0.0,0
6464,2025-11-16,Ibadan North,Oyo,Rep 15,0.0,0
6465,2025-11-16,Ibadan North,Oyo,Rep 06,0.0,0
6466,2025-11-16,Ibadan North,Oyo,Rep 04,0.0,0
6467,2025-11-16,Ibadan North,Oyo,Rep 04,211673.55,1
6468,2025-11-16,Ibadan North,Oyo,Rep 08,0.0,0
6469,2025-11-17,Lagos Island,Lagos,Rep 19,87219.93,1
6470,2025-11-17,Lagos Island,Lagos,Rep 09,0.0,0
6471,2025-11-17,Lagos Island,Lagos,Rep 10,93647.01,1
6472,2025-11-17,Lekki-Ajah,Lagos,Rep 07,0.0,0
6473,2025-11-17,Lekki-Ajah,Lagos,Rep 19,58348.65,1
6474,2025-11-17,Lekki-Ajah,Lagos,Rep 15,0.0,0
6475,2025-11-17,Lekki-Ajah,Lagos,Rep 04,0.0,0
6476,2025-11-17,Lekki-Ajah,Lagos,Rep 09,89289.57,1
6477,2025-11-17,Lekki-Ajah,Lagos,Rep 09,0.0,0
6478,2025-11-17,Lekki-Ajah,Lagos,Rep 10,0.0,0
6479,2025-11-17,Sagamu,Ogun,Rep 06,0.0,0
6480,2025-11-17,Ibadan South,Oyo,Rep 08,72223.05,1
6481,2025-11-17,Ibadan South,Oyo,Rep 13,0.0,0
6482,2025-11-17,Ibadan South,Oyo,Rep 22,150464.82,1
6483,2025-11-17,Ibadan South,Oyo,Rep 14,154152.0,1
6484,2025-11-17,Ibadan South,Oyo,Rep 20,0.0,0
6485,2025-11-17,Ibadan South,Oyo,Rep 16,0.0,0
6486,2025-11-17,Ibadan South,Oyo,Rep 19,116190.66,1
6487,2025-11-18,Lagos Mainland,Lagos,Rep 04,0.0,0
6488,2025-11-18,Lagos Mainland,Lagos,Rep 05,87704.3,1
6489,2025-11-18,Lagos Mainland,Lagos,Rep 05,89642.39,1
6490,2025-11-18,Lagos Mainland,Lagos,Rep 22,22509.14,1
6491,2025-11-18,Lagos Mainland,Lagos,Rep 03,0.0,0
6492,2025-11-18,Lagos Mainland,Lagos,Rep 19,244222.5,1
6493,2025-11-18,Lagos Mainland,Lagos,Rep 14,0.0,0
6494,2025-11-18,Lagos Mainland,Lagos,Rep 16,35754.88,1
6495,2025-11-18,Lagos Mainland,Lagos,Rep 08,0.0,0
6496,2025-11-18,Lagos Mainland,Lagos,Rep 10,0.0,0
6497,2025-11-18,Lagos Island,Lagos,Rep 18,0.0,0
6498,2025-11-18,Lagos Island,Lagos,Rep 03,0.0,0
6499,2025-11-18,Lagos Island,Lagos,Rep 01,0.0,0
6500,2025-11-18,Lagos Island,Lagos,Rep 05,0.0,0
6501,2025-11-18,Lagos Island,Lagos,Rep 13,163685.23,1
6502,2025-11-18,Lagos Island,Lagos,Rep 07,0.0,0
6503,2025-11-18,Lagos Island,Lagos,Rep 21,0.0,0
6504,2025-11-18,Lekki-Ajah,Lagos,Rep 20,194678.86,1
6505,2025-11-18,Lekki-Ajah,Lagos,Rep 12,0.0,0
6506,2025-11-18,Lekki-Ajah,Lagos,Rep 07,0.0,0
6507,2025-11-18,Lekki-Ajah,Lagos,Rep 22,0.0,0
6508,2025-11-18,Lekki-Ajah,Lagos,Rep 13,0.0,0
6509,2025-11-18,Lekki-Ajah,Lagos,Rep 13,0.0,0
6510,2025-11-18,Lekki-Ajah,Lagos,Rep 08,0.0,0
6511,2025-11-18,Ibadan North,Oyo,Rep 02,0.0,0
6512,2025-11-18,Ibadan North,Oyo,Rep 06,0.0,0
6513,2025-11-18,Ibadan North,Oyo,Rep 03,0.0,0
6514,2025-11-18,Ibadan North,Oyo,Rep 04,0.0,0
6515,2025-11-18,Ibadan North,Oyo,Rep 01,169246.33,1
6516,2025-11-18,Ibadan North,Oyo,Rep 12,0.0,0
6517,2025-11-18,Ibadan South,Oyo,Rep 16,100797.89,1
6518,2025-11-19,Lagos Island,Lagos,Rep 03,0.0,0
6519,2025-11-19,Lagos Island,Lagos,Rep 04,0.0,0
6520,2025-11-19,Lagos Island,Lagos,Rep 10,0.0,0
6521,2025-11-19,Lagos Island,Lagos,Rep 15,0.0,0
6522,2025-11-19,Lagos Island,Lagos,Rep 11,0.0,0
6523,2025-11-19,Lagos Island,Lagos,Rep 02,0.0,0
6524,2025-11-19,Lagos Island,Lagos,Rep 22,0.0,0
6525,2025-11-19,Lagos Island,Lagos,Rep 14,0.0,0
6526,2025-11-19,Ibadan North,Oyo,Rep 20,0.0,0
6527,2025-11-19,Ibadan North,Oyo,Rep 09,0.0,0
6528,2025-11-19,Ibadan North,Oyo,Rep 19,0.0,0
6529,2025-11-19,Ibadan North,Oyo,Rep 22,0.0,0
6530,2025-11-19,Ibadan North,Oyo,Rep 12,0.0,0
6531,2025-11-19,Ibadan South,Oyo,Rep 03,0.0,0
6532,2025-11-19,Ibadan South,Oyo,Rep 12,0.0,0
6533,2025-11-19,Ibadan South,Oyo,Rep 10,94020.86,1
6534,2025-11-19,Ibadan South,Oyo,Rep 02,0.0,0
6535,2025-11-19,Ibadan South,Oyo,Rep 17,0.0,0
6536,2025-11-19,Ibadan South,Oyo,Rep 21,0.0,0
6537,2025-11-20,Lagos Mainland,Lagos,Rep 20,0.0,0
6538,2025-11-20,Lagos Mainland,Lagos,Rep 18,0.0,0
6539,2025-11-20,Lagos Mainland,Lagos,Rep 18,0.0,0
6540,2025-11-20,Lagos Mainland,Lagos,Rep 04,0.0,0
6541,2025-11-20,Lagos Mainland,Lagos,Rep 14,0.0,0
6542,2025-11-20,Lagos Mainland,Lagos,Rep 20,25741.01,1
6543,2025-11-20,Lagos Mainland,Lagos,Rep 04,0.0,0
6544,2025-11-20,Lagos Island,Lagos,Rep 05,0.0,0
6545,2025-11-20,Lagos Island,Lagos,Rep 21,71718.01,1
6546,2025-11-20,Lagos Island,Lagos,Rep 20,142874.15,1
6547,2025-11-20,Lekki-Ajah,Lagos,Rep 21,0.0,0
6548,2025-11-20,Lekki-Ajah,Lagos,Rep 18,0.0,0
6549,2025-11-20,Lekki-Ajah,Lagos,Rep 09,0.0,0
6550,2025-11-20,Lekki-Ajah,Lagos,Rep 08,142959.45,1
6551,2025-11-20,Lekki-Ajah,Lagos,Rep 01,0.0,0
6552,2025-11-20,Lekki-Ajah,Lagos,Rep 20,0.0,0
6553,2025-11-20,Lekki-Ajah,Lagos,Rep 16,160967.71,1
6554,2025-11-20,Ibadan North,Oyo,Rep 21,0.0,0
6555,2025-11-20,Ibadan North,Oyo,Rep 10,75154.86,1
6556,2025-11-20,Ibadan South,Oyo,Rep 10,0.0,0
6557,2025-11-20,Ibadan South,Oyo,Rep 03,0.0,0
6558,2025-11-20,Ibadan South,Oyo,Rep 13,0.0,0
6559,2025-11-20,Ibadan South,Oyo,Rep 14,0.0,0
6560,2025-11-21,Lagos Mainland,Lagos,Rep 20,0.0,0
6561,2025-11-21,Lagos Mainland,Lagos,Rep 03,0.0,0
6562,2025-11-21,Lagos Mainland,Lagos,Rep 12,0.0,0
6563,2025-11-21,Lagos Mainland,Lagos,Rep 14,106222.49,1
6564,2025-11-21,Lagos Mainland,Lagos,Rep 11,0.0,0
6565,2025-11-21,Lagos Mainland,Lagos,Rep 05,0.0,0
6566,2025-11-21,Lagos Mainland,Lagos,Rep 10,0.0,0
6567,2025-11-21,Lagos Mainland,Lagos,Rep 02,203924.63,1
6568,2025-11-21,Lagos Mainland,Lagos,Rep 20,0.0,0
6569,2025-11-21,Lagos Mainland,Lagos,Rep 02,40525.79,1
6570,2025-11-21,Lagos Mainland,Lagos,Rep 19,0.0,0
6571,2025-11-21,Ibadan North,Oyo,Rep 05,154754.37,1
6572,2025-11-21,Ibadan North,Oyo,Rep 16,0.0,0
6573,2025-11-21,Ibadan North,Oyo,Rep 17,0.0,0
6574,2025-11-21,Ibadan North,Oyo,Rep 13,0.0,0
6575,2025-11-21,Ogbomosho,Oyo,Rep 05,90551.0,1
6576,2025-11-22,Lekki-Ajah,Lagos,Rep 13,0.0,0
6577,2025-11-22,Lekki-Ajah,Lagos,Rep 11,0.0,0
6578,2025-11-22,Abeokuta,Ogun,Rep 02,190214.51,1
6579,2025-11-22,Abeokuta,Ogun,Rep 07,237142.79,1
6580,2025-11-22,Ibadan North,Oyo,Rep 17,0.0,0
6581,2025-11-22,Ibadan North,Oyo,Rep 12,0.0,0
6582,2025-11-22,Ibadan North,Oyo,Rep 06,0.0,0
6583,2025-11-22,Ibadan South,Oyo,Rep 07,0.0,0
6584,2025-11-22,Ibadan South,Oyo,Rep 20,0.0,0
6585,2025-11-22,Ibadan South,Oyo,Rep 08,111575.49,1
6586,2025-11-22,Ibadan South,Oyo,Rep 07,0.0,0
6587,2025-11-22,Ibadan South,Oyo,Rep 03,0.0,0
6588,2025-11-22,Ibadan South,Oyo,Rep 08,0.0,0
6589,2025-11-22,Ibadan South,Oyo,Rep 05,0.0,0
6590,2025-11-23,Lagos Mainland,Lagos,Rep 03,76143.36,1
6591,2025-11-23,Lagos Mainland,Lagos,Rep 05,473983.25,1
6592,2025-11-23,Lagos Mainland,Lagos,Rep 08,184038.66,1
6593,2025-11-23,Lagos Mainland,Lagos,Rep 12,0.0,0
6594,2025-11-23,Lagos Mainland,Lagos,Rep 06,82812.43,1
6595,2025-11-23,Lagos Mainland,Lagos,Rep 09,149600.2,1
6596,2025-11-23,Lagos Mainland,Lagos,Rep 16,261073.92,1
6597,2025-11-23,Lagos Mainland,Lagos,Rep 20,0.0,0
6598,2025-11-23,Lagos Mainland,Lagos,Rep 17,0.0,0
6599,2025-11-23,Lagos Mainland,Lagos,Rep 11,142869.31,1
6600,2025-11-23,Lagos Mainland,Lagos,Rep 07,0.0,0
6601,2025-11-23,Lagos Mainland,Lagos,Rep 03,45497.68,1
6602,2025-11-23,Lekki-Ajah,Lagos,Rep 08,117104.41,1
6603,2025-11-23,Lekki-Ajah,Lagos,Rep 20,67291.35,1
6604,2025-11-23,Lekki-Ajah,Lagos,Rep 22,0.0,0
6605,2025-11-23,Lekki-Ajah,Lagos,Rep 16,0.0,0
6606,2025-11-23,Abeokuta,Ogun,Rep 07,0.0,0
6607,2025-11-23,Abeokuta,Ogun,Rep 07,0.0,0
6608,2025-11-23,Abeokuta,Ogun,Rep 09,0.0,0
6609,2025-11-23,Ibadan North,Oyo,Rep 17,0.0,0
6610,2025-11-23,Ibadan North,Oyo,Rep 18,220211.96,1
6611,2025-11-23,Ibadan North,Oyo,Rep 13,190850.57,1
6612,2025-11-23,Ibadan North,Oyo,Rep 02,0.0,0
6613,2025-11-23,Ibadan North,Oyo,Rep 08,132693.5,1
6614,2025-11-23,Ogbomosho,Oyo,Rep 13,0.0,0
6615,2025-11-23,Ogbomosho,Oyo,Rep 04,0.0,0
6616,2025-11-24,Lagos Mainland,Lagos,Rep 18,0.0,0
6617,2025-11-24,Lagos Mainland,Lagos,Rep 12,0.0,0
6618,2025-11-24,Lagos Mainland,Lagos,Rep 17,0.0,0
6619,2025-11-24,Lagos Mainland,Lagos,Rep 21,79327.33,1
6620,2025-11-24,Lagos Mainland,Lagos,Rep 07,0.0,0
6621,2025-11-24,Lagos Mainland,Lagos,Rep 08,0.0,0
6622,2025-11-24,Lagos Mainland,Lagos,Rep 13,310228.63,1
6623,2025-11-24,Lagos Mainland,Lagos,Rep 11,31997.71,1
6624,2025-11-24,Lagos Mainland,Lagos,Rep 19,124129.95,1
6625,2025-11-24,Abeokuta,Ogun,Rep 17,0.0,0
6626,2025-11-24,Abeokuta,Ogun,Rep 22,74185.06,1
6627,2025-11-24,Abeokuta,Ogun,Rep 03,113363.7,1
6628,2025-11-24,Ibadan South,Oyo,Rep 09,170976.64,1
6629,2025-11-24,Ibadan South,Oyo,Rep 02,241092.32,1
6630,2025-11-24,Ibadan South,Oyo,Rep 05,0.0,0
6631,2025-11-24,Ibadan South,Oyo,Rep 14,224363.66,1
6632,2025-11-24,Ogbomosho,Oyo,Rep 03,0.0,0
6633,2025-11-24,Ogbomosho,Oyo,Rep 09,0.0,0
6634,2025-11-25,Lagos Mainland,Lagos,Rep 05,0.0,0
6635,2025-11-25,Lagos Mainland,Lagos,Rep 14,0.0,0
6636,2025-11-25,Lagos Mainland,Lagos,Rep 03,0.0,0
6637,2025-11-25,Lagos Mainland,Lagos,Rep 13,81604.45,1
6638,2025-11-25,Lagos Mainland,Lagos,Rep 04,0.0,0
6639,2025-11-25,Lagos Mainland,Lagos,Rep 14,0.0,0
6640,2025-11-25,Lagos Mainland,Lagos,Rep 09,187499.91,1
6641,2025-11-25,Lagos Island,Lagos,Rep 01,0.0,0
6642,2025-11-25,Lagos Island,Lagos,Rep 03,238039.01,1
6643,2025-11-25,Lagos Island,Lagos,Rep 10,0.0,0
6644,2025-11-25,Lagos Island,Lagos,Rep 16,0.0,0
6645,2025-11-25,Lagos Island,Lagos,Rep 17,263569.69,1
6646,2025-11-25,Lagos Island,Lagos,Rep 05,0.0,0
6647,2025-11-25,Lagos Island,Lagos,Rep 21,0.0,0
6648,2025-11-25,Lagos Island,Lagos,Rep 13,101600.86,1
6649,2025-11-25,Lekki-Ajah,Lagos,Rep 10,0.0,0
6650,2025-11-25,Lekki-Ajah,Lagos,Rep 08,0.0,0
6651,2025-11-25,Lekki-Ajah,Lagos,Rep 08,45128.64,1
6652,2025-11-25,Lekki-Ajah,Lagos,Rep 02,157818.16,1
6653,2025-11-25,Lekki-Ajah,Lagos,Rep 14,0.0,0
6654,2025-11-25,Lekki-Ajah,Lagos,Rep 04,0.0,0
6655,2025-11-25,Lekki-Ajah,Lagos,Rep 20,120841.1,1
6656,2025-11-25,Sagamu,Ogun,Rep 10,99496.12,1
6657,2025-11-25,Ibadan South,Oyo,Rep 18,0.0,0
6658,2025-11-25,Ibadan South,Oyo,Rep 14,160619.06,1
6659,2025-11-25,Ibadan South,Oyo,Rep 22,0.0,0
6660,2025-11-26,Lekki-Ajah,Lagos,Rep 22,0.0,0
6661,2025-11-26,Lekki-Ajah,Lagos,Rep 12,0.0,0
6662,2025-11-26,Lekki-Ajah,Lagos,Rep 02,0.0,0
6663,2025-11-26,Lekki-Ajah,Lagos,Rep 05,0.0,0
6664,2025-11-26,Lekki-Ajah,Lagos,Rep 01,0.0,0
6665,2025-11-26,Lekki-Ajah,Lagos,Rep 16,0.0,0
6666,2025-11-26,Sagamu,Ogun,Rep 17,0.0,0
6667,2025-11-26,Ibadan South,Oyo,Rep 15,0.0,0
6668,2025-11-26,Ibadan South,Oyo,Rep 01,0.0,0
6669,2025-11-26,Ibadan South,Oyo,Rep 21,0.0,0
6670,2025-11-26,Ibadan South,Oyo,Rep 16,0.0,0
6671,2025-11-26,Ibadan South,Oyo,Rep 16,81950.6,1
6672,2025-11-26,Ibadan South,Oyo,Rep 16,91726.27,1
6673,2025-11-26,Ibadan South,Oyo,Rep 16,0.0,0
6674,2025-11-27,Lagos Island,Lagos,Rep 15,177557.45,1
6675,2025-11-27,Lagos Island,Lagos,Rep 07,0.0,0
6676,2025-11-27,Lekki-Ajah,Lagos,Rep 02,0.0,0
6677,2025-11-27,Lekki-Ajah,Lagos,Rep 15,0.0,0
6678,2025-11-27,Lekki-Ajah,Lagos,Rep 05,0.0,0
6679,2025-11-27,Lekki-Ajah,Lagos,Rep 18,0.0,0
6680,2025-11-27,Abeokuta,Ogun,Rep 17,0.0,0
6681,2025-11-27,Abeokuta,Ogun,Rep 06,0.0,0
6682,2025-11-27,Abeokuta,Ogun,Rep 12,0.0,0
6683,2025-11-27,Abeokuta,Ogun,Rep 21,0.0,0
6684,2025-11-27,Abeokuta,Ogun,Rep 07,0.0,0
6685,2025-11-27,Abeokuta,Ogun,Rep 11,197995.27,1
6686,2025-11-27,Abeokuta,Ogun,Rep 22,139111.34,1
6687,2025-11-28,Lagos Mainland,Lagos,Rep 16,0.0,0
6688,2025-11-28,Lagos Mainland,Lagos,Rep 05,112703.86,1
6689,2025-11-28,Lagos Mainland,Lagos,Rep 15,377874.33,1
6690,2025-11-28,Lagos Mainland,Lagos,Rep 03,159052.21,1
6691,2025-11-28,Lagos Mainland,Lagos,Rep 17,0.0,0
6692,2025-11-28,Lagos Mainland,Lagos,Rep 12,0.0,0
6693,2025-11-28,Lagos Mainland,Lagos,Rep 06,288292.06,1
6694,2025-11-28,Lagos Mainland,Lagos,Rep 08,0.0,0
6695,2025-11-28,Lagos Mainland,Lagos,Rep 19,64659.26,1
6696,2025-11-28,Lagos Mainland,Lagos,Rep 01,68812.74,1
6697,2025-11-28,Lekki-Ajah,Lagos,Rep 13,0.0,0
6698,2025-11-28,Lekki-Ajah,Lagos,Rep 12,0.0,0
6699,2025-11-28,Lekki-Ajah,Lagos,Rep 19,0.0,0
6700,2025-11-28,Lekki-Ajah,Lagos,Rep 01,0.0,0
6701,2025-11-28,Lekki-Ajah,Lagos,Rep 19,94708.62,1
6702,2025-11-28,Lekki-Ajah,Lagos,Rep 14,158702.52,1
6703,2025-11-28,Abeokuta,Ogun,Rep 12,0.0,0
6704,2025-11-28,Abeokuta,Ogun,Rep 19,0.0,0
6705,2025-11-28,Sagamu,Ogun,Rep 18,0.0,0
6706,2025-11-28,Sagamu,Ogun,Rep 12,0.0,0
6707,2025-11-28,Sagamu,Ogun,Rep 06,0.0,0
6708,2025-11-28,Sagamu,Ogun,Rep 16,0.0,0
6709,2025-11-28,Ibadan North,Oyo,Rep 01,60019.79,1
6710,2025-11-28,Ibadan North,Oyo,Rep 12,94350.45,1
6711,2025-11-28,Ibadan North,Oyo,Rep 04,0.0,0
6712,2025-11-28,Ogbomosho,Oyo,Rep 06,0.0,0
6713,2025-11-29,Lagos Mainland,Lagos,Rep 01,0.0,0
6714,2025-11-29,Lagos Mainland,Lagos,Rep 18,0.0,0
6715,2025-11-29,Lagos Mainland,Lagos,Rep 11,132509.37,1
6716,2025-11-29,Lagos Mainland,Lagos,Rep 06,277471.36,1
6717,2025-11-29,Lagos Mainland,Lagos,Rep 07,61196.59,1
6718,2025-11-29,Lagos Mainland,Lagos,Rep 09,0.0,0
6719,2025-11-29,Lagos Mainland,Lagos,Rep 21,0.0,0
6720,2025-11-29,Lagos Mainland,Lagos,Rep 06,0.0,0
6721,2025-11-29,Lagos Island,Lagos,Rep 18,0.0,0
6722,2025-11-29,Lagos Island,Lagos,Rep 07,0.0,0
6723,2025-11-29,Lagos Island,Lagos,Rep 15,0.0,0
6724,2025-11-29,Lagos Island,Lagos,Rep 13,138166.04,1
6725,2025-11-29,Lekki-Ajah,Lagos,Rep 13,0.0,0
6726,2025-11-29,Lekki-Ajah,Lagos,Rep 19,0.0,0
6727,2025-11-29,Lekki-Ajah,Lagos,Rep 03,104480.74,1
6728,2025-11-29,Ibadan South,Oyo,Rep 02,68740.75,1
6729,2025-11-29,Ibadan South,Oyo,Rep 09,0.0,0
6730,2025-11-29,Ibadan South,Oyo,Rep 15,300097.88,1
6731,2025-11-30,Lagos Mainland,Lagos,Rep 09,0.0,0
6732,2025-11-30,Lagos Mainland,Lagos,Rep 13,0.0,0
6733,2025-11-30,Lagos Mainland,Lagos,Rep 10,240228.19,1
6734,2025-11-30,Lagos Mainland,Lagos,Rep 10,0.0,0
6735,2025-11-30,Lagos Mainland,Lagos,Rep 21,22313.92,1
